px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1744	-2.9565	-2.7599	-2.03843	0.397137	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.539161
11.2248	-2.8059	-2.76004	-1.99361	0.429841	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.681167
11.2813	-2.63827	-2.79593	-1.95742	0.44101	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.472615
11.2236	-2.4339	-2.76276	-1.77671	0.681412	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	29.6371
11.2368	-2.27845	-2.76158	-1.72979	0.69005	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.346394
11.3374	-2.18243	-2.71012	-1.81506	0.4955	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	20.1179
11.369	-2.01786	-2.73811	-1.78151	0.500466	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.226378
11.3758	-1.86039	-2.74014	-1.72612	0.542292	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.962996
11.3864	-1.70178	-2.74978	-1.68866	0.549029	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.211
11.3273	-1.53993	-2.76244	-1.57279	0.683116	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	9.89874
11.3148	-1.39165	-2.77438	-1.53122	0.689458	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.226578
11.2664	-1.22686	-2.79819	-1.44454	0.764989	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.11
11.2283	-1.09585	-2.76086	-1.39557	0.772587	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.538076
11.1076	-0.930378	-2.85175	-1.24348	0.948345	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	18.0534
11.0429	-0.780991	-2.87543	-1.18678	0.955685	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.533716
10.9933	-0.645235	-2.83813	-1.15448	0.920942	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.1301
10.9163	-0.516262	-2.81982	-1.09668	0.928588	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.22152
10.8164	-0.376849	-2.86352	-1.01459	0.978619	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.80989
10.7167	-0.270621	-2.82775	-0.948627	0.992211	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.5587
10.5477	-0.136929	-2.98169	-0.812825	1.12168	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	13.5796
10.4161	-0.0538985	-2.94062	-0.733575	1.14119	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.841113
10.3255	0.035471	-2.85087	-0.695262	1.10304	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.2485
10.1927	0.0869244	-2.79528	-0.612523	1.12864	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.16804
10.0446	0.163129	-2.83123	-0.531409	1.15597	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.08675
9.89787	0.186155	-2.77671	-0.438901	1.18875	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.45299
9.74456	0.235189	-2.79631	-0.359459	1.20703	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.741274
9.58815	0.221034	-2.74133	-0.25335	1.2512	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.1121
9.43144	0.244761	-2.7574	-0.174774	1.26285	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.464348
9.27481	0.236825	-2.74211	-0.0845855	1.28531	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.46628
9.12315	0.239459	-2.73638	-0.0101772	1.28887	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0742747
8.96939	0.241838	-2.74431	0.0574121	1.28473	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0449678
8.8615	0.198752	-2.55705	0.147184	1.30474	8.90199	0.247143	8.85	0.25	-1.81847	0	6.69529
8.72988	0.196644	-2.55463	0.20072	1.28578	8.76016	0.263752	8.75	0.25	-1.81846	0	0.318985
8.53771	0.216899	-2.7904	0.221535	1.22673	8.46355	0.258809	8.55	0.25	-3.6326	0	11.6647
8.38452	0.19706	-2.79717	0.275004	1.21129	8.35367	0.252596	8.35	0.25	-3.6326	0	0.232853
8.23018	0.16082	-2.80961	0.333537	1.20193	8.05161	0.241868	8.2	0.25	-2.72841	0	0.503162
8.08217	0.142442	-2.80674	0.37142	1.17208	8.05411	0.247878	8.05	0.25	-2.72842	0	0.707306
7.93397	0.096601	-2.81224	0.424111	1.15918	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.501975
7.78791	0.0584806	-2.80927	0.464817	1.13483	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.542226
7.64298	0.0126112	-2.84248	0.498303	1.09975	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.17986
7.5004	-0.0375064	-2.83544	0.536877	1.07704	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.523267
7.33541	-0.059644	-2.93464	0.524711	0.991904	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	5.6984
7.20429	-0.0955903	-2.91156	0.54507	0.962088	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.987418
7.10473	-0.189069	-2.81282	0.626479	1.00647	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.68075
6.97837	-0.249971	-2.78857	0.65897	0.983313	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.645064
6.86972	-0.343891	-2.75471	0.720183	0.997103	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.620991
6.76002	-0.422741	-2.72924	0.760335	0.982569	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.350181
6.66814	-0.527717	-2.69822	0.824327	0.999507	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.515712
6.56714	-0.622608	-2.68333	0.868358	0.988759	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.208967
6.52147	-0.783089	-2.63543	0.997536	1.09776	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.48012
6.44711	-0.914266	-2.64459	1.06183	1.10146	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.0403407
6.396	-1.05127	-2.65632	1.13867	1.13078	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.430701
6.34332	-1.19077	-2.68167	1.20282	1.13722	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.276729
6.29794	-1.31536	-2.68077	1.2541	1.12693	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.2278
6.25908	-1.44103	-2.6775	1.30906	1.12579	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.00901661
6.25944	-1.61235	-2.72763	1.42631	1.21742	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.46615
6.24252	-1.74902	-2.73025	1.48685	1.2168	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00369201
6.27437	-1.93707	-2.80326	1.6157	1.31032	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.08279
6.29766	-2.08296	-2.78593	1.69299	1.31673	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.188267
6.31151	-2.20643	-2.70565	1.73779	1.27007	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.75442
6.3463	-2.3491	-2.69956	1.81071	1.27359	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0342861
6.36084	-2.47609	-2.63601	1.85003	1.22615	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.06763
6.39118	-2.63669	-2.67501	1.90638	1.21163	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.653044
6.44767	-2.79477	-2.72861	1.97777	1.22028	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.690033
6.49417	-2.95676	-2.76922	2.02878	1.20052	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.801452
6.54862	-3.09332	-2.74311	2.07769	1.17537	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.812464
6.60473	-3.2486	-2.77688	2.12179	1.15171	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.772513
6.67069	-3.37567	-2.7269	2.16714	1.12352	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.54154
6.73136	-3.52979	-2.76224	2.20081	1.09203	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.11609
6.80235	-3.6582	-2.73215	2.24044	1.06489	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.23064
6.86121	-3.81905	-2.77252	2.25799	1.01992	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.97389
6.92538	-3.93554	-2.69273	2.28672	0.983222	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.84892
6.98254	-4.09744	-2.73003	2.2925	0.931066	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.39479
7.09251	-4.24379	-2.83292	2.33578	0.927282	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.4648
7.16147	-4.40636	-2.86364	2.33836	0.875495	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.16266
7.23995	-4.52206	-2.79614	2.36264	0.846256	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.14958
7.29529	-4.69109	-2.82016	2.34722	0.780972	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.21229
7.35934	-4.78998	-2.71503	2.36221	0.74925	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	3.71877
7.40818	-4.93145	-2.72343	2.34936	0.696797	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.23524
7.51517	-5.06093	-2.86212	2.37702	0.696783	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.09453
7.57328	-5.21143	-2.87494	2.35999	0.642344	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.27826
7.63266	-5.30449	-2.68763	2.36984	0.607616	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.04114
7.69377	-5.45413	-2.69352	2.35412	0.556339	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.92924
7.78928	-5.57379	-2.74281	2.37276	0.546772	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.80502
7.86143	-5.7241	-2.75412	2.35859	0.500691	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.45022
7.9219	-5.81647	-2.57262	2.36328	0.470327	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	8.41622
7.98175	-5.95556	-2.57341	2.34581	0.425676	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.41522
8.08703	-6.07685	-2.65728	2.36279	0.421993	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.1514
8.15222	-6.22984	-2.67004	2.33774	0.372397	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.63772
8.26652	-6.35882	-2.75866	2.35327	0.369938	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.8598
8.33691	-6.51691	-2.77381	2.32653	0.321601	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.51202
8.39928	-6.61523	-2.61467	2.32319	0.294464	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.20734
8.45142	-6.76052	-2.61198	2.29322	0.247376	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.50376
8.52811	-6.87212	-2.58992	2.294	0.23374	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.785814
8.57197	-7.03246	-2.59807	2.25136	0.177425	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.9932
8.67955	-7.16507	-2.71114	2.26385	0.18528	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.13944
8.73652	-7.33284	-2.73213	2.22536	0.136055	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.56292
8.7949	-7.44771	-2.60963	2.20968	0.105771	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.71113
8.85003	-7.58923	-2.61228	2.18524	0.0752494	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.593392
8.9519	-7.72277	-2.72461	2.19848	0.0909076	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.47563
9.01327	-7.8751	-2.73774	2.17305	0.060365	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.576618
9.0997	-8.00474	-2.79199	2.17537	0.0622207	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.9281
9.14247	-8.15696	-2.80545	2.1398	0.0233133	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.949167
9.17513	-8.27147	-2.62786	2.10676	-0.0235429	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.67774
9.21995	-8.41631	-2.63069	2.07941	-0.049731	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.464545
9.29156	-8.54767	-2.65263	2.07695	-0.0478266	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.169804
9.32972	-8.70308	-2.66391	2.04302	-0.07905	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.613049
9.39483	-8.83924	-2.68097	2.03692	-0.0794974	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.157529
9.42774	-8.99673	-2.69174	2.00195	-0.109916	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.594853
9.49495	-9.12943	-2.75112	2.00493	-0.0959205	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.02509
9.51889	-9.28846	-2.77404	1.96606	-0.129666	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.78786
9.57422	-9.43164	-2.78005	1.95696	-0.131009	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0730126
9.6063	-9.59587	-2.79604	1.92596	-0.154574	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.369731
9.65941	-9.73197	-2.82672	1.92332	-0.145905	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.354954
9.68198	-9.88751	-2.84458	1.89205	-0.169625	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.399471
9.70768	-10.0149	-2.79623	1.86883	-0.189996	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.798442
9.74723	-10.149	-2.79665	1.85874	-0.190559	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.000233524
9.75456	-10.2825	-2.68586	1.81508	-0.238655	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.43534
9.78154	-10.4326	-2.69254	1.79508	-0.245428	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0357426
9.83247	-10.5889	-2.74927	1.79769	-0.222225	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.08116
9.86039	-10.7409	-2.75442	1.78098	-0.226615	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0164149
9.86904	-10.8689	-2.70204	1.75068	-0.253667	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.11261
9.88003	-11.0144	-2.71672	1.72694	-0.264471	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.117422
9.89632	-11.1458	-2.7184	1.71328	-0.263509	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.37635
9.89228	-11.3006	-2.74256	1.68088	-0.282269	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.340753
9.91164	-11.4423	-2.7707	1.67437	-0.269476	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.428567
9.89976	-11.5991	-2.79429	1.64045	-0.289402	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.369982
9.83455	-11.72	-2.61196	1.54441	-0.405723	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	15.4528
9.80972	-11.8662	-2.61541	1.50872	-0.418812	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.231769
9.77959	-12.0062	-2.57955	1.46213	-0.452878	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.19236
9.73316	-12.1539	-2.59171	1.41671	-0.472685	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.461539
9.6956	-12.2905	-2.57588	1.37674	-0.491257	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.302673
9.63585	-12.4416	-2.59951	1.3283	-0.511473	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.45062
9.53004	-12.5512	-2.49515	1.21651	-0.630354	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	9.61742
9.45163	-12.68	-2.50593	1.16257	-0.648593	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.537112
9.30867	-12.7605	-2.41296	1.0133	-0.815307	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	16.5609
9.1927	-12.8672	-2.44502	0.939692	-0.845397	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.61297
9.04275	-12.9507	-2.42424	0.805808	-0.967995	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	7.75147
8.92647	-13.0354	-2.42636	0.737234	-0.982299	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.618157
8.80475	-13.1129	-2.42928	0.657881	-1.0165	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.759349
8.66582	-13.1887	-2.45331	0.582814	-1.0331	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.812189
8.45081	-13.2047	-2.51867	0.377204	-1.25116	8.27267	-12.996	8.4	-13.15	-2.99683	0	23.1791
8.31989	-13.2328	-2.515	0.302341	-1.26283	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.562601
8.19951	-13.2673	-2.48258	0.251043	-1.23299	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.43116
8.04479	-13.2921	-2.50504	0.17191	-1.24159	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.498839
7.89306	-13.3067	-2.53907	0.0846338	-1.27033	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.70249
7.72873	-13.3063	-2.56825	0.00281617	-1.27889	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.760531
7.60015	-13.3033	-2.5657	-0.0591055	-1.2748	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0778683
7.44708	-13.2883	-2.60118	-0.129812	-1.27791	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.691781
7.28153	-13.2448	-2.67073	-0.231839	-1.32458	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.95398
7.12273	-13.2012	-2.69556	-0.309107	-1.3264	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.378344
6.9887	-13.1555	-2.66057	-0.37218	-1.30761	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.0351
6.80764	-13.1188	-2.73513	-0.426474	-1.28437	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.53005
6.67834	-13.0622	-2.7528	-0.488793	-1.28394	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.274969
6.51163	-13.013	-2.82239	-0.532334	-1.25835	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.50477
6.43313	-13.0042	-2.53694	-0.529833	-1.14306	6.27012	-13.1139	6.25	-13.05	-1.81729	0	23.7365
6.26955	-12.9621	-2.59399	-0.560168	-1.10774	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.38859
6.13479	-12.87	-2.66601	-0.631725	-1.12736	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.34515
5.97866	-12.8009	-2.71353	-0.667534	-1.09923	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.901983
5.87753	-12.734	-2.66323	-0.706424	-1.07632	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.04373
5.71764	-12.6781	-2.72509	-0.717436	-1.03152	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.00753
5.62864	-12.6256	-2.59719	-0.738765	-0.985111	5.45236	-12.7392	5.45	-12.7	-2.00001	1	5.24564
5.48493	-12.5663	-2.63988	-0.749597	-0.94584	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.39009
5.38299	-12.4736	-2.66136	-0.795446	-0.946317	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.217273
5.25057	-12.3962	-2.6962	-0.812947	-0.915688	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.877509
5.15154	-12.3039	-2.67009	-0.852486	-0.903694	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.88883
5.02568	-12.2078	-2.69273	-0.877647	-0.878883	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.494658
4.91886	-12.0658	-2.86556	-0.938665	-0.910598	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	7.79145
4.81401	-11.9554	-2.88346	-0.96881	-0.894685	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.245325
4.74407	-11.8537	-2.79323	-1.00571	-0.880439	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.47795
4.66257	-11.7394	-2.79759	-1.04226	-0.872855	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0417602
4.57933	-11.599	-2.89422	-1.08732	-0.878396	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.35453
4.52923	-11.4647	-2.88728	-1.14176	-0.889185	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.087992
4.46112	-11.316	-2.95678	-1.18594	-0.889716	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.17541
4.42459	-11.1694	-2.95524	-1.24345	-0.902992	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.124066
4.42533	-11.0495	-2.74713	-1.31786	-0.93115	4.43672	-11.0976	4.45	-11.05	0	1.8168	10.1187
4.40137	-10.9086	-2.73407	-1.37357	-0.936339	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.173299
4.37467	-10.7685	-2.75621	-1.41888	-0.933824	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.14618
4.38156	-10.6323	-2.74572	-1.48181	-0.950916	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.358757
4.42709	-10.5204	-2.58717	-1.57571	-1.01061	4.44716	-10.5583	4.45	-10.55	0	2.00041	7.41765
4.43407	-10.3988	-2.57672	-1.6267	-1.0116	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.112189
4.44634	-10.2685	-2.57822	-1.67922	-1.01362	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0346046
4.48594	-10.1362	-2.58344	-1.74644	-1.0302	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.270423
4.48862	-9.98782	-2.64062	-1.77234	-0.988237	4.56608	-10.005	4.55	-10	0	2.72717	1.82701
4.53101	-9.84441	-2.64526	-1.83358	-0.995009	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0479259
4.58472	-9.70593	-2.63573	-1.90114	-1.01133	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.188103
4.66311	-9.56069	-2.6591	-1.97621	-1.02988	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.429219
4.66976	-9.41733	-2.7245	-1.96526	-0.943213	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.8046
4.75453	-9.28029	-2.75778	-2.0316	-0.960747	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.569832
4.87525	-9.1752	-2.72482	-2.1455	-1.04954	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.11327
4.96906	-9.05541	-2.74701	-2.20784	-1.05822	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.204443
4.98143	-8.92692	-2.75725	-2.16761	-0.925405	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.21259
5.08104	-8.7983	-2.79601	-2.22229	-0.931662	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.465377
5.20596	-8.69158	-2.79395	-2.30609	-0.975711	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.21813
5.32341	-8.57689	-2.80985	-2.36512	-0.980099	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0991901
5.35399	-8.44879	-2.78918	-2.32198	-0.845525	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.19479
5.47193	-8.32927	-2.83597	-2.3685	-0.847242	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.593962
5.57981	-8.22509	-2.84973	-2.4126	-0.850643	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.393731
5.70199	-8.11632	-2.88514	-2.45589	-0.849697	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.343762
5.75888	-7.99722	-2.84819	-2.42404	-0.736272	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.15801
5.86508	-7.90184	-2.84951	-2.45824	-0.733843	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0342408
5.95065	-7.79497	-2.83503	-2.45843	-0.6781	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.88667
6.05995	-7.69691	-2.84405	-2.48728	-0.673089	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.1514
6.16204	-7.58856	-2.82498	-2.49171	-0.621929	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.58223
6.27929	-7.49004	-2.8225	-2.52013	-0.61675	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.159405
6.40308	-7.40607	-2.84167	-2.56164	-0.638274	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.32427
6.53192	-7.31311	-2.87013	-2.58887	-0.632811	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.262366
6.66808	-7.23288	-2.8714	-2.6243	-0.633887	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0010377
6.79505	-7.15926	-2.85482	-2.65663	-0.632294	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.128501
6.86509	-7.06308	-2.76318	-2.61957	-0.522184	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.1788
6.98097	-6.98977	-2.76246	-2.64148	-0.518326	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0841019
7.11419	-6.91723	-2.75906	-2.66596	-0.510722	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.107777
7.25435	-6.82354	-2.78774	-2.68171	-0.497921	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.53518
7.34189	-6.7229	-2.69096	-2.63941	-0.38348	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	9.52258
7.47448	-6.6306	-2.71299	-2.64909	-0.371828	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.386477
7.59127	-6.54985	-2.68777	-2.64964	-0.340629	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.687433
7.71001	-6.48022	-2.6724	-2.66508	-0.338101	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.182038
7.85896	-6.428	-2.70687	-2.70904	-0.378673	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.17309
7.98548	-6.36403	-2.69719	-2.72622	-0.375592	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.122102
8.05725	-6.2756	-2.5945	-2.68229	-0.278006	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	7.5136
