px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.37684	-2.11695	-2.66136	1.84343	1.40509	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	0.851617
6.3689	-2.24163	-2.55739	1.84626	1.29568	6.32593	-2.40018	6.35	-2.4	0	-2.72613	6.30718
6.39426	-2.40859	-2.61276	1.90042	1.27374	6.34927	-2.55175	6.35	-2.55	0	-2.72611	1.24775
6.44129	-2.56201	-2.6517	1.9666	1.26997	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	0.64403
6.48291	-2.72436	-2.69731	2.01657	1.24728	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	0.933192
6.50079	-2.83679	-2.5946	2.03032	1.17689	6.46536	-3.00452	6.45	-3	0	-2.99754	5.18444
6.5306	-2.99342	-2.65074	2.05648	1.14163	6.44119	-3.14955	6.45	-3.15	0	-2.99754	1.85457
6.58973	-3.14054	-2.67758	2.10439	1.12559	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	0.855331
6.63589	-3.30792	-2.72791	2.1309	1.08859	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	1.77644
6.72007	-3.45899	-2.80131	2.1875	1.09117	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	1.29392
6.79402	-3.61973	-2.84402	2.22169	1.06343	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	1.11468
6.86439	-3.74386	-2.77473	2.25579	1.02954	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	2.39387
6.9333	-3.90681	-2.81682	2.27457	0.989821	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	1.67588
7.00287	-4.02567	-2.74068	2.3028	0.955708	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	2.60558
7.06278	-4.18937	-2.77533	2.30655	0.905224	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	2.31361
7.11524	-4.28562	-2.58741	2.32377	0.85753	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	9.85744
7.17155	-4.43233	-2.60563	2.32591	0.81139	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	1.86257
7.24557	-4.54058	-2.55119	2.35073	0.787303	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	1.49322
7.29524	-4.69854	-2.57439	2.33661	0.727923	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	2.92068
7.40465	-4.83647	-2.69337	2.3664	0.722589	7.3138	-5.05204	7.25	-5	1.81907	-2.72861	3.38126
7.4592	-4.99822	-2.71035	2.34678	0.661114	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	2.92935
7.53648	-5.11197	-2.66363	2.3613	0.636269	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	1.54946
7.58937	-5.2798	-2.68396	2.33313	0.570452	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	3.07775
7.6796	-5.39977	-2.67413	2.34867	0.552831	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	0.757956
7.7456	-5.54962	-2.68638	2.33368	0.50571	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972	1.49498
7.82253	-5.65974	-2.63612	2.34325	0.484883	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951	1.23559
7.87363	-5.81915	-2.64644	2.31218	0.425268	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948	2.32788
7.99394	-5.95445	-2.84009	2.33611	0.436657	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979	9.12596
8.05355	-6.10812	-2.85627	2.30876	0.385753	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787	1.71153
8.1451	-6.22968	-2.8128	2.31614	0.368894	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739	1.24211
8.22392	-6.37497	-2.82147	2.30476	0.33619	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737	0.653386
8.30331	-6.48812	-2.76352	2.30847	0.318916	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	1.19644
8.363	-6.64614	-2.77198	2.27886	0.270544	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	1.40751
8.45038	-6.76522	-2.76455	2.28494	0.261471	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	0.419899
8.52168	-6.9058	-2.76674	2.27043	0.232015	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	0.543053
8.59307	-7.01066	-2.73212	2.27144	0.219991	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	0.637704
8.64388	-7.15445	-2.74102	2.24218	0.179011	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	1.07511
8.75569	-7.288	-2.88743	2.25856	0.193585	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	5.50383
8.8135	-7.44031	-2.90171	2.2293	0.153893	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	1.03576
8.8738	-7.55556	-2.76055	2.21509	0.123148	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	5.81216
8.93282	-7.70372	-2.76355	2.19109	0.0918114	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	0.644135
9.01121	-7.82359	-2.78566	2.19212	0.0894484	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	0.307146
9.05593	-7.96968	-2.79304	2.16087	0.0531551	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	0.876555
9.09153	-8.07703	-2.63053	2.13597	0.0153185	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	6.78134
9.14101	-8.21723	-2.63025	2.11281	-0.00897987	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	0.451291
9.21869	-8.34294	-2.68805	2.11575	-0.00190435	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	0.883583
9.25189	-8.48774	-2.69678	2.08141	-0.0363866	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	0.836312
9.29031	-8.607	-2.58475	2.05504	-0.0697588	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	3.64579
9.32849	-8.74871	-2.58549	2.02809	-0.0929811	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	0.43991
9.46982	-8.91169	-2.92239	2.08443	-0.00307922	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	31.5776
9.51182	-9.07099	-2.94266	2.05321	-0.0341558	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	0.690728
9.55003	-9.19101	-2.84425	2.02898	-0.0654125	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	2.95354
9.59381	-9.33107	-2.84873	2.00943	-0.0817815	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.195725
9.62732	-9.45046	-2.7752	1.98637	-0.107427	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.73058
9.64646	-9.60303	-2.78729	1.94913	-0.139402	9.54779	-9.64959	9.55	-9.65	0	-3.0002	0.741413
9.71139	-9.74471	-2.84421	1.95182	-0.124171	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	1.00039
9.73233	-9.89772	-2.8552	1.9188	-0.150987	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	0.543614
9.74664	-10.0299	-2.74691	1.88004	-0.193576	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	3.77478
9.78137	-10.1702	-2.73817	1.86417	-0.19889	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0.149282
9.8209	-10.3062	-2.73665	1.85158	-0.202983	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.488258
9.83109	-10.4525	-2.74607	1.81989	-0.224324	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0.378864
9.87327	-10.6009	-2.77875	1.81633	-0.210093	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	0.898824
9.89483	-10.7542	-2.78072	1.79408	-0.220666	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.115705
9.902	-10.8933	-2.70692	1.7574	-0.255941	9.88465	-10.9383	9.85	-10.9	0	-2.73074	1.99314
9.90547	-11.0464	-2.71032	1.72681	-0.272259	9.83614	-11.041	9.85	-11.05	0	-2.73073	0.283489
9.92291	-11.1801	-2.71216	1.71208	-0.272809	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.0663229
9.9153	-11.3281	-2.72613	1.67862	-0.292182	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0.328424
9.9297	-11.4682	-2.73822	1.6649	-0.289887	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.0921252
9.91326	-11.617	-2.75204	1.62939	-0.310398	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0.410468
9.85085	-11.7283	-2.58272	1.53681	-0.423245	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	15.2067
9.82289	-11.8607	-2.5868	1.50039	-0.438157	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	0.322192
9.80486	-11.9872	-2.5793	1.47213	-0.446114	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.131639
9.75607	-12.13	-2.60242	1.42474	-0.470223	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0.654879
9.69712	-12.2486	-2.53602	1.35225	-0.541718	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	4.69397
9.64127	-12.3741	-2.54387	1.30696	-0.55922	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	0.519099
9.53623	-12.4704	-2.44656	1.19219	-0.683078	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	11.2473
9.46108	-12.5839	-2.45634	1.13901	-0.701118	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	0.620078
9.38953	-12.7018	-2.4472	1.08453	-0.723447	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.301142
9.30316	-12.8138	-2.44935	1.03011	-0.737417	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	0.509269
9.1424	-12.8864	-2.38876	0.859101	-0.929744	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	22.4142
9.01285	-12.981	-2.42865	0.781145	-0.957816	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	1.70846
8.8695	-13.0567	-2.43609	0.66864	-1.04072	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	3.52248
8.7438	-13.1241	-2.43556	0.596827	-1.0546	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	0.687497
8.59335	-13.1738	-2.46844	0.478806	-1.147	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	4.36074
8.45777	-13.2196	-2.48414	0.405145	-1.16107	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	0.758217
8.26826	-13.2422	-2.55762	0.256242	-1.28207	8.22926	-13.1698	8.2	-13.15	-2.72741	0	7.82822
8.11479	-13.255	-2.55903	0.169606	-1.29703	8.03583	-13.1513	8.05	-13.15	-2.72742	0	0.89556
7.95475	-13.2578	-2.5874	0.0715217	-1.33245	7.82914	-13.0525	7.9	-13.15	-2.72986	0	1.22156
7.80605	-13.247	-2.5837	-0.0131912	-1.34354	7.76538	-13.1647	7.75	-13.15	-2.72986	0	0.444568
7.73032	-13.2732	-2.44989	-0.0113892	-1.24076	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	8.26333
7.57597	-13.2705	-2.49812	-0.0785575	-1.24075	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	0.926033
7.43494	-13.2498	-2.49722	-0.149119	-1.23996	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.771005
7.27043	-13.2327	-2.54577	-0.214724	-1.23313	7.16011	-13.2382	7.15	-13.25	-2.72844	0	0.690192
7.11521	-13.1697	-2.63781	-0.316443	-1.2894	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	3.89787
6.9604	-13.1353	-2.68776	-0.373104	-1.27763	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0.721261
6.82844	-13.088	-2.67032	-0.432789	-1.26356	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.33199
6.66473	-13.0375	-2.72	-0.487319	-1.2453	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0.728402
6.56892	-13.0098	-2.5407	-0.507889	-1.1688	6.40137	-13.0799	6.4	-13.05	-2.72678	0	9.77235
6.40038	-12.9704	-2.60561	-0.539545	-1.13298	6.26174	-13.0534	6.25	-13.05	-2.72678	0	1.58017
6.28597	-12.9149	-2.54416	-0.5814	-1.10225	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	1.58221
6.11086	-12.87	-2.61687	-0.601135	-1.05867	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	2.12801
5.97377	-12.7574	-2.77959	-0.683142	-1.10882	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	6.99227
5.81224	-12.6927	-2.84253	-0.702761	-1.07075	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	1.69297
5.71313	-12.6301	-2.68074	-0.728068	-1.01546	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	8.20642
5.55647	-12.563	-2.72266	-0.744058	-0.97499	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	1.36472
5.43465	-12.4466	-2.78754	-0.803093	-0.986451	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	1.01562
5.27085	-12.3721	-2.83207	-0.809233	-0.93789	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	1.8257
5.16713	-12.2781	-2.77493	-0.845609	-0.916761	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	1.0703
5.02635	-12.1874	-2.80219	-0.862253	-0.882826	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	0.84153
4.92896	-12.0745	-2.81976	-0.904928	-0.881314	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.403557
4.81545	-11.9866	-2.82903	-0.92233	-0.854938	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0.585178
4.71986	-11.8579	-2.85162	-0.969444	-0.856754	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.153991
4.63583	-11.7295	-2.84765	-1.01625	-0.856593	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	0.0147074
4.58067	-11.6271	-2.69153	-1.05832	-0.844251	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	5.2929
4.5176	-11.5082	-2.67459	-1.10362	-0.843964	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.258869
4.40563	-11.325	-3.00557	-1.14168	-0.848244	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	24.6016
4.37407	-11.1756	-2.99714	-1.20543	-0.870183	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	0.322895
4.37308	-11.0581	-2.76486	-1.27751	-0.895734	4.43713	-11.024	4.45	-11.05	0	1.81614	11.9456
4.36471	-10.9085	-2.74856	-1.34811	-0.918227	4.45136	-10.93	4.45	-10.95	0	1.81612	0.474095
4.34326	-10.7617	-2.73869	-1.40395	-0.924094	4.44745	-10.786	4.45	-10.8	0	2.72555	0.1211
4.35776	-10.6117	-2.7238	-1.47875	-0.949328	4.45788	-10.6457	4.45	-10.65	0	2.72554	0.653607
4.35634	-10.4678	-2.70928	-1.53602	-0.955453	4.46329	-10.5756	4.45	-10.5	0	2.729	0.274829
4.37731	-10.3186	-2.70437	-1.6039	-0.971439	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.256515
4.40058	-10.1749	-2.68408	-1.669	-0.985556	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.293318
4.45273	-10.0257	-2.68618	-1.74726	-1.01005	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.570469
4.48255	-9.8816	-2.69896	-1.79882	-1.003	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.451511
4.54966	-9.73565	-2.70738	-1.87493	-1.02391	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.465487
4.56543	-9.5778	-2.76556	-1.8918	-0.969043	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.14393
4.64822	-9.43474	-2.77691	-1.9664	-0.989888	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.588004
4.72443	-9.29997	-2.77418	-2.03183	-1.00231	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.439784
4.83368	-9.15558	-2.80926	-2.11105	-1.0247	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.79845
4.91716	-9.03489	-2.81474	-2.17001	-1.03452	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.108488
5.00795	-8.92469	-2.81578	-2.22753	-1.04008	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.0936851
5.07919	-8.79892	-2.81628	-2.24862	-0.986481	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.75552
5.20049	-8.67036	-2.84942	-2.31238	-0.993937	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.342006
5.30128	-8.56643	-2.85407	-2.36124	-0.991215	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.0772817
5.4154	-8.4601	-2.87566	-2.41367	-0.992788	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0.124585
5.50229	-8.34992	-2.85003	-2.42651	-0.929369	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	2.24874
5.60607	-8.25177	-2.82943	-2.4702	-0.923553	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.255747
5.68122	-8.132	-2.79699	-2.4587	-0.829929	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	4.56909
5.81506	-8.02065	-2.83146	-2.50286	-0.826708	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0.312003
5.90871	-7.90859	-2.80668	-2.50193	-0.754815	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	2.79253
6.04227	-7.80184	-2.83544	-2.53914	-0.749407	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0.266082
6.13221	-7.68992	-2.79622	-2.52567	-0.66364	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	4.02182
6.26081	-7.5914	-2.81081	-2.55733	-0.658496	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0.12883
6.36068	-7.48711	-2.77721	-2.55016	-0.589142	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	2.75087
6.48277	-7.39725	-2.77662	-2.57746	-0.584501	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.108702
6.59884	-7.31416	-2.78514	-2.60224	-0.581768	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.719553
6.72987	-7.22273	-2.81973	-2.62402	-0.573649	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0.377358
6.79481	-7.0983	-2.71892	-2.56135	-0.424297	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	13.5479
6.91254	-7.00498	-2.71978	-2.57608	-0.416323	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0.304951
7.04438	-6.92755	-2.72717	-2.60294	-0.422406	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.0451973
7.17445	-6.83103	-2.7471	-2.61556	-0.411898	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0.370059
7.26015	-6.72176	-2.67401	-2.57109	-0.303524	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	7.40287
7.38194	-6.62636	-2.68617	-2.57824	-0.294285	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.277225
7.53489	-6.58165	-2.74897	-2.64867	-0.385063	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	5.55266
7.65848	-6.50607	-2.76198	-2.66227	-0.379429	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.0998163
7.77511	-6.42491	-2.73192	-2.66123	-0.346224	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.85751
7.89825	-6.3593	-2.7156	-2.67919	-0.345762	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.11705
8.01989	-6.2859	-2.69045	-2.68151	-0.318868	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.53662
8.15281	-6.20468	-2.70427	-2.68973	-0.30963	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.207772
8.23423	-6.11513	-2.62404	-2.64897	-0.221275	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	5.75338
8.35153	-6.02987	-2.6455	-2.64684	-0.208137	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0.404459
8.50426	-5.97346	-2.69896	-2.68913	-0.259008	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	2.26395
8.64342	-5.89788	-2.71564	-2.69783	-0.253232	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.0862928
8.73671	-5.80274	-2.62336	-2.65279	-0.160335	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	6.62797
8.8659	-5.71372	-2.64302	-2.64919	-0.147963	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.297635
8.95653	-5.62823	-2.5865	-2.61475	-0.081872	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	3.40371
9.06931	-5.53805	-2.60824	-2.60418	-0.0674485	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0.423933
9.2131	-5.47574	-2.66367	-2.64087	-0.123972	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	3.70545
9.34451	-5.38656	-2.68341	-2.63695	-0.113375	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.213355
9.43079	-5.28373	-2.59427	-2.58405	-0.0222636	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	6.213
9.55452	-5.18939	-2.61389	-2.57474	-0.0118962	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.194878
9.65144	-5.09433	-2.55992	-2.53733	0.0490059	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	3.09091
9.76813	-4.99383	-2.5795	-2.52295	0.0603533	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.233817
9.85982	-4.88971	-2.53449	-2.47999	0.121612	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	2.68258
9.96904	-4.78891	-2.54759	-2.46467	0.129865	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.128194
10.0483	-4.67213	-2.50525	-2.4103	0.199664	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	3.12175
10.1526	-4.54742	-2.53982	-2.38177	0.21634	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0.5528
10.2366	-4.42826	-2.52672	-2.33917	0.259729	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.20738
10.3423	-4.28516	-2.58262	-2.30489	0.278434	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0.920392
10.4643	-4.19158	-2.61982	-2.3242	0.225657	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.86287
10.5621	-4.05074	-2.65867	-2.29343	0.242576	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.676711
10.6608	-3.93578	-2.66801	-2.27921	0.242865	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0872707
10.758	-3.80479	-2.69302	-2.25742	0.250612	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.180791
10.8071	-3.66073	-2.64675	-2.17979	0.34704	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.2183
10.8844	-3.52112	-2.66595	-2.14963	0.357196	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.260139
10.988	-3.4237	-2.69847	-2.17783	0.284342	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.37629
11.0637	-3.27346	-2.7472	-2.14626	0.299967	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.831723
11.1076	-3.11883	-2.72383	-2.07387	0.384227	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.97933
